protein	count
P68104; Q05639; Q5VTE0	257
O14556; P04406	13
Q14789	1
A6NNM8	1
O75351; Q9UN37	2
O95785	32
P61163	11
O00291; O75146	1
Q9HCS5	1
Q7L1Q6	31
P62854; Q5JNZ5	11
P52294	4
O14530	1
Q96AC1; Q9BQL6	1
P54819	4
Q71F56	1
Q9NW64	1
Q9H3H1	1
Q8TCF1	1
Q15435	3
Q96B26	13
Q03001; Q9UPN3	2
Q9BVC3	5
P28074	13
A6NHQ2; P22087	2
Q969X6	10
Q15691; Q9UPY8	4
Q9NPI1	20
Q9BSD7	2
Q15645	9
P52789	8
Q12972	13
Q13017	1
Q96P48	5
Q3L8U1; Q8TD26; Q9HCK8	2
O75962	2
P49459	1
P07237	14
Q8WZA0	2
Q13136	4
O43390; O60506	9
O95400	9
Q6DD87	6
O43257	1
Q9UN76	1
Q9NQC3	35
O75818	11
P05549; Q6VUC0; Q92481; Q92754	2
O43813	46
P55769	14
NM_004132_7	1
Q96KB5	2
Q99873	28
Q13043	1
Q9BWU0	22
Q14331	2
P27797	21
O43765	5
Q6ZRS2	25
Q6PD74	1
Q96EP9	6
O75146	14
Q9H2J4	2
Q86W50	2
Q12857; Q14938	1
Q6ZNE5	1
Q86VS8	2
P54105	6
Q96A65	13
P04424	1
E9PAV3; Q13765	11
O60749	5
Q96C01	2
Q9UHR4	4
Q86WJ1	18
P35998	68
NM_001037442_2	1
O94822	7
Q8N8S7	20
Q5VTR2	21
Q6PID6	6
P51397	10
Q9P258	131
P50583	2
Q9BTE6	3
P24534; P29692	10
P47224	1
Q9H7Z3	2
A2RTX5; P26639	5
O00139; Q8N4N8; Q99661	1
Q8IYB3	42
XM_001715903_3; XM_001719791_3	1
P26232; P35221	3
O75676	5
Q8TF01	1
P27816	48
K1C10_HUMAN; P13645	171
Q9BRX2	7
P26641	396
P11940; Q4VXU2; Q9H361	1
Q8N3C0	1
Q8NB16	30
P24941	49
O60488; O95573	6
P21266; P28161; P46439	1
P51531; P51532	44
P09651; P22626; P51991; Q13151; Q32P51	9
P11908; P21108; P60891	2
Q9H9A6	11
Q9P289	2
Q9Y371	1
NM_024742_8; Q96C12	2
P36543	9
O43237	1
K2M2_SHEEP	1
Q14008	50
O60293	1
Q15542	6
O14576; Q13409	1
Q9UQ13	2
Q9NSD9	21
Q12962	6
K1H1_HUMAN; K1H4_HUMAN; K1H5_HUMAN; K1HA_HUMAN; K1HB_HUMAN; K1M1_SHEEP; K1M2_SHEEP; O76009; O76011; Q14525; Q15323; Q92764	1
P58304	1
Q86WR0	2
P49591	23
Q15906	4
P17931	61
Q9NUU7; Q9UMR2	15
Q96DG6	15
NM_001606_1; NM_212533_1	1
Q14185	1
P11388	109
P53611	1
Q02790	16
P46976	2
Q13526	4
Q5MNZ6	2
Q15631	5
O14602; P47813	7
P06132	5
P07900; P08238; Q12931; Q58FF7	23
Q96K17	5
O94921; P06239; P06241; P06493; P07947; P07948; P08631; P09769; P11362; P11802; P20794; P21802; P22455; P22607; P24941; P50750; P51451; Q00526; Q00534; Q00535; Q00536; Q00537; Q07002; Q14004; Q8IZL9; Q96Q40; Q9NYV4; Q9UPZ9	5
Q5D1E8	2
Q9BS18	2
Q04446	7
Q13426	1
NM_003047_1	3
NM_178190_1; Q9UII2	3
Q9Y6D5	6
Q15007	4
P45983	2
P06493	96
P20962	3
Q9Y618	1
NM_181723_5	1
P68363; P68366; Q13748; Q71U36; Q9BQE3	4
P02765	4
Q9UKD1; Q9Y692	1
P56545	105
Q9BXJ9	21
Q9NRN9	2
P46379	6
Q7KZ85	26
Q14696	2
Q9UBU9	2
P51531	21
O95747	13
O75400	27
P11277	1
O60869	5
Q96EV2	16
Q5TFE4	9
Q9BZI7	3
Q01105	31
Q96AE4	87
NM_001144952_14	2
P61204	1
NM_001142605_1; NM_004247_1	1
Q99627	9
Q8N2I9	1
Q99543	8
P12814	66
Q9UBL3	4
P02794	5
Q53GS9	32
Q13404; Q15819	8
Q15393	60
P15170	8
Q9UMR2	2
O00401	4
P17480	50
NQO2_HUMAN; P16083	23
Q9H4M9	12
Q9UBD5	20
P51580	5
NM_021619_1	1
O75153	32
Q8NFH3	2
Q13425	1
Q96T60	7
Q9H9B1	21
Q9UMS4	83
O14646	1
P14868	14
Q6P9B9	1
Q6FI81	8
Q9HB07	1
O60231	34
Q9H6U8	1
O15318	2
Q96FE5	1
P26885	8
Q8IXM2	1
P45973	2
Q9Y478	1
Q6ZW49	16
Q15637	29
Q12905	38
P18669; Q8N0Y7	2
NM_003061_5	1
O43422	4
Q9Y3Z3	3
P62877	1
P49748	1
K22E_HUMAN; O95678; P02538; P04259; P12036; P13647; P35908; P48668; Q01546; Q7RTS7; Q86Y46; Q8N1N4	2
P08107; P11142; P34931; P54652	8
O00255	1
Q9H270	2
Q9BXS5	10
NM_015533_3	1
P23381	19
P46782	33
NM_001127893_2; NM_020219_2	1
NM_016120_17; NM_183353_17; P11940; Q9H361	15
Q9BTZ2	1
Q12888	139
P16949	100
Q9UBQ5	19
Q68CQ4	34
P19634	1
Q99661	26
Q9UBS0	5
O95816	19
P40925	14
O95352	2
P85037; Q01167	1
Q7Z2T5	10
Q9Y6D5; Q9Y6D6	2
P42858	1
P52594	1
Q9H788	11
Q13464	1
Q9BV86	9
O94762	1
P07951; P67936	2
O95260	1
Q96S82	1
Q9BX40	1
Q96L93; Q9H1H9; Q9NQT8	1
O75334; Q13136	1
Q08043	2
P06744	38
O60814; P57053; P58876; P62807; Q5QNW6; Q93079; Q99877; Q99879; Q99880	1
Q9UPN3	11
Q16637	2
P06748	92
Q15833	5
P48382	6
P07900; Q14568	5
Q96QR8	2
Q99497	19
Q13619; Q13620	7
Q6IBS0	10
O60294	2
Q96B70	1
Q9BZD4	3
O00470; P55347	1
Q7Z5L9	24
Q8N684	12
Q14498	67
P12268	57
P62899	3
B2MG_HUMAN; P61769	8
Q8TAF3	2
Q9UHV7	3
P53350	9
K22E_HUMAN; P35908	93
Q9NPJ3	3
Q96JM3	8
Q01081	9
P63151; Q00005; Q66LE6	9
P49419	3
Q6UXX5	1
Q9UKV8; Q9UL18	1
Q6PGP7	7
Q96MW5	1
Q9H7D0	6
Q92917	34
NM_001080410_5	1
P08238; Q58FF7; Q58FF8	8
P0C5J1; Q8N7N1	1
Q9Y5X2	1
O95926	2
Q15208	11
NM_005137_10	1
K1H1_HUMAN; K1H4_HUMAN; K1HA_HUMAN; K1HB_HUMAN; O76009; O76011; Q14525; Q15323	1
P36507; Q02750	33
P08397	10
P00390	4
Q7Z3V4	1
Q5K651	1
Q9Y287	1
Q13247	6
Q8WVM7	4
P02538; P04259	1
O15131; O60684; P52294	6
Q13485	9
O00303	28
Q00613	1
O75347	19
P61970	3
Q5UCC4	1
P16949; Q93045	19
O43148	10
Q8IU81	7
O43347; Q96DH6	1
P14324	5
Q8IV48	1
Q14181	17
Q13769	10
Q5VTT5	1
Q9P206	3
Q8TAT6	16
Q9UKB3	1
C9JUS6	1
P27348; P31946; P31947; P61981; Q04917	1
Q15046	20
P31689	16
Q92890	11
Q9H6S3	3
P27361; P28482; P31152; Q16659	1
Q9P2N5	4
Q53FA7	3
P18754	35
P07384	3
K2C1_HUMAN; P04259; P04264	7
P49711; Q8NI51	2
O14776; Q5VWI1	1
O95394	4
Q8NFH4	4
Q13748; Q6PEY2; Q71U36; Q9BQE3; Q9NY65	29
Q9UER7	8
P07437; P68371; Q13885; Q9BVA1	2
Q13888	1
P63279; UBE2I_HUMAN	11
Q13564	1
Q562R1	5
O95551	3
Q08257	1
O75914; Q13153; Q13177	2
P35573	1
P62820	1
Q9NRY2	6
P07900; P08238; Q58FF8	4
P07437; Q13509; Q13885; Q9BVA1	3
P30041	32
Q15813	9
O00178	2
Q6PD62	34
Q9NYI0	1
Q8IVF2	1
Q9NX58	22
Q00688	9
Q5VWG9	3
O94804	4
Q9H0C8	16
Q9UPN9	5
Q8N6R0	2
Q9C0C2	2
Q9Y2X0	3
NM_015995_7	2
Q6NS38	1
P07951; P09493	1
O75369; P21333; Q14315	32
Q9NZL4	4
Q9Y312	4
Q96JG6	3
Q15036	4
O95295	1
Q9H488	1
P23528	56
Q9Y230	135
O60502	1
O14802	13
Q9H0H5	9
P29350	2
O00471	8
P12081; P49590; SYH_HUMAN	3
Q92599	5
NM_024490_2	1
Q14160; Q9BTT6	1
NM_023068_1	2
Q8N9N7	2
P08908	1
P62993	3
P13667	17
Q53S58	2
O60282; P33176; Q12840	2
P12109	1
P48730; P49674	3
P16455	63
Q15181; Q9H2U2	2
Q00535	23
Q9Y285	9
Q9H7Z6	2
P48739; Q00169	2
P62312	3
O75348	3
O00151	4
O95757; P34932; Q92598	10
P28676	1
A5A3E0; NM_001145442_1; P0CG38; P0CG39; P60709; P63261; P68032; P68133; Q6S8J3; Q9BYX7	47
P17980	24
Q12830	21
P42226	3
Q86UE8; Q9UKI8	5
Q96BF6; Q96RE7	1
P62277	5
Q9NVQ4	1
P10155	24
O94992	14
P07900; P08238; Q58FF7; Q58FG0; Q58FG1	1
P50502; Q8IZP2; Q8NFI4	9
P36952	17
O14519; O75956	6
Q96EK5	18
P25398	47
Q12824	9
NM_080738_1; NM_145861_1; P06733	18
Q14152	200
Q9H074	7
Q13838	27
Q5SNT6; Q641Q2; Q9Y4E1	33
K1M1_SHEEP	1
Q6ZMH5	1
O75677	2
P31943; P52597	50
Q08170; Q13247	32
Q8IYD1	14
Q96HR9	9
Q9Y3F4	50
P78524	1
P02545; P20700; Q03252	8
P21281	3
P43490	193
Q69YN4	13
O15020; P11277; Q01082	4
O00625	1
Q9BQ52	6
Q5SSJ5	21
NM_001080519_6	2
P16949; Q93045; Q9H169	7
O60784	1
P11940; Q13310; Q4VXU2; Q9H361	2
NM_001127173_2; NM_021189_2	1
P38159	4
Q06210	3
P29372	6
P21283	4
Q9NZD8	1
P32780	14
P00338	103
O00232	23
P46736	1
P57735; P62491; Q15907	1
Q8WX93	24
O15160	4
Q12974	13
Q8IWT0	1
Q9Y3A5	7
NM_001122962_1; NM_001134836_1	1
Q9Y450	17
P22102	41
NM_001136505_1	1
O60814; P06899; P23527; P33778; P57053; P58876; P62807; Q16778; Q5QNW6; Q8N257; Q93079; Q96A08; Q99877; Q99879; Q99880	2
Q14738	2
P43246	37
Q86XA9	10
NM_174920_4	1
P01891; P01892; P04439; P05534; P10314; P10316; P13746; P16188; P16189; P16190; P18462; P30447; P30450; P30453; P30456; P30457; P30459; P30512; Q09160	1
P15531	47
NM_152424_1	1
P61457	4
Q13144	8
P60763; P63000	2
P07910	11
O15230	1
Q9HC38	2
Q04726	3
Q15291	9
Q9NQT4	7
O43709	11
P02533	5
NM_133482_1; Q92878	2
Q9UKF6	14
Q9H568	6
P13051	9
P05388; Q8NHW5	30
O43432; Q04637	1
Q12979	2
Q8NFD5	8
P15259; P18669; Q8N0Y7	20
Q86UX6	1
NM_015124_2	1
Q9NPF5	14
P68104; Q5VTE0	241
O15198; P84022; Q15796	4
Q68DH5	1
Q9UIL1	2
Q9NRG0	1
Q86W56	2
Q7Z406	6
Q15797	1
Q9H0W9	1
Q96TA1	36
Q15907	4
P55265	2
Q99733	21
P48634; Q5JSZ5	1
Q9UIA9	4
NM_001099455_2; NM_018340_4	1
Q9H2G2	4
A8MPP1; Q92771; Q96FC9	6
Q15366	80
Q9H9A7	1
Q8NBT2	6
P52565	35
O14562	2
Q92783	3
Q9H3K6	17
P25685; Q9UDY4	1
NM_000415_2	1
Q01813	15
P37837	31
Q9UNM6	31
P18124	7
Q659C4; Q6PKG0	1
Q5SW96	1
P01891; P01892; P10314; P10316; P10321; P16188; P16189; P16190; P18463; P30453; P30459; P30460; P30462; P30466; P30479; P30480; P30492; P30493; P30499; P30504; P30505; P30508; P30510; P30512; Q07000; Q29865; Q29940; Q29960; Q29963; Q9TNN7	1
Q29RF7	136
Q14103	57
Q9Y3I0	29
Q8N543	7
P15313; P21281	1
O75116	9
P98171	1
P02786	30
NM_001145777_4; Q13451	2
P20073	6
Q8NFC6	35
Q92945; Q96AE4; Q96I24	5
O75312	7
Q9H1I8	2
NM_001004419_4; NM_013269_3; P06748; XM_001130897_2; XM_001722175_2; XM_496355_2	18
B2RPK0; P09429; P26583	4
Q9UHR5	7
P07900; Q58FG0	12
Q9HBI1	1
P37802	22
P23528; Q9Y281	10
Q15020	75
Q9NRL2	17
P30520	24
K1C10_HUMAN; P13645; Q7Z3Y7; Q7Z3Y8; Q7Z3Z0	5
P24941; Q00526	23
Q96RN5	6
O00571	16
Q8IUG5	1
Q92797	21
Q96T76	1
Q92878	45
P55795	11
Q15054	2
P50570; Q05193; Q9UQ16	1
P07954	3
P60981	3
P26639	34
Q86YP4	44
NM_001143782_1	1
P28066	27
Q96JC1	4
K1H4_HUMAN; K1M1_SHEEP; O76011	1
Q14247	33
Q9H8Y5	11
Q8N3X1	1
Q9NZN8	1
Q05519	77
Q96IZ6	2
P16152	6
O15305	2
Q13951	1
P52732	12
P12814; P35609	2
Q9HC35	2
O14777	3
Q13619	23
P49792	58
NM_001040059_3; NM_001251_3	1
P62888	3
O00170	48
P19971	1
Q9Y6X9	5
O76071	3
Q5JPI3	4
P05387	33
Q9H869	1
NM_001008536_6; Q9P287	2
Q07955	88
Q969H4	1
Q9ULV0	1
NM_020719_2	1
Q9UI12	4
K22E_HUMAN; P02538; P04259; P19013; P35908; P48668; Q01546	7
P07355	202
Q86XI2	34
Q86W34	1
P11940; Q4VXU2; Q5JQF8; Q9H361	8
P68400; Q8NEV1	65
Q8TCU4	1
O95817	8
P57737	4
Q13561	21
Q92621	7
Q9H4M9; Q9NZN3	4
Q7Z589	1
Q15427	1
P46459	8
P61758	5
P48643	49
Q5VIR6	5
O00308	1
Q14657	2
P63244	52
Q92793	3
Q08209	3
Q9Y281	2
O14617	5
P49902	10
Q92974	1
P35611	6
P19367; Q2TB90	1
P22531; P22532; P35325; P35326; Q96RM1; Q9BYE4	1
P15924	46
P54577	42
P11274; Q12979	1
Q9H3Q1	2
P11142	200
P60903	57
Q9NXR7	5
Q99633	2
P61313	1
O95049	1
Q05048	14
Q29RF7; Q9NTI5	9
P61081	45
A6NHG4; P30046	4
P06753; P67936	6
NM_005678_1; P14678; P63162	21
P61160	20
O00571; O15523	13
P35237	10
Q13418	4
Q96P16	1
NM_000533_3; NM_001128834_5; NM_199478_2	3
O15391; P25490; Q96MM3	4
P78417	15
Q8NI08	1
Q9Y3A2	1
A6NCN2; K2M2_SHEEP; K2M3_SHEEP; KRHB1_HUMAN; KRHB3_HUMAN; KRHB5_HUMAN; KRHB6_HUMAN; O43790; P78385; P78386; Q14533	2
Q6IBW4	8
Q8WVY7	4
A0JLT2	2
Q9C0B1	7
ALBU_HUMAN; P02768	5
O75643	320
P13796; P13797; Q14651	5
P34931	1
Q13309	8
O15427	4
O75691	4
Q7RTV0	5
Q9UL46	22
P06746	1
O75935	1
Q9NP77	1
Q7L014	187
P36873; P62136	9
Q9UNF0	16
Q14C86	3
O15357	4
Q9BSJ8	13
P60866	14
NM_015225_3	1
O00743	1
P08134; P61586	7
O60832	29
Q8NBS9	1
O14974	1
P40306	1
O75127	1
P48507	44
P15311; P35241	2
Q9BUR4	2
P09651; P22626; Q32P51	81
O95382	3
Q9BU76	1
P62913	2
Q96SB8	3
Q8WYA6	8
NM_001145415_2; NM_012432_2	1
P35637; Q92804	3
Q6DD88	20
O76075	2
NM_006260_6	2
O60645	3
Q9NPD3	15
Q8WUM4	43
Q04206	1
Q9Y5Q8	9
P21108; P60891	1
Q96JM4	1
NM_001004419_4; NM_013269_3; P06748	4
P35908	2
Q16881; Q86VQ6; Q9NNW7	4
O75446	9
Q9Y6K5	20
O60264; P28370	7
Q13616	35
Q9Y262	47
Q15047	11
NM_001039575_1; NM_001039576_1; NM_032158_1; NM_145645_1; NM_148936_1; Q96P11	1
P35579; P35580	11
O95678; P02538; P48668	1
Q7LDG7	2
Q99973	1
Q9NXH9	6
Q14141; Q9NVA2	2
Q460N5	11
Q9Y316	2
P10412; P16402; P16403; P22492; Q02539	15
Q99536	25
Q9NR31	6
O43823	6
Q9NR31; Q9Y6B6	1
P04792	39
P49840; P49841	4
O43707; P12814; P35609; Q01082; Q08043	1
Q9Y333	10
P62318	34
P30043	20
Q9UDY2	10
NM_001843_1	1
O95232	20
P20290	10
O00410; O60518	6
Q9Y2V2	9
O94855	4
Q9GZU8	2
Q9NY33	7
Q96SI9	10
NM_207467_2	1
P61978	195
XM_002345578_5	1
P05198	39
Q15181	19
O00764	5
Q05639	16
Q9HAB8	1
P56211	3
P60510	5
Q14974	170
P16401	8
Q00610	169
O14556	4
Q9NRX1	3
P41223	8
P45984	1
Q15014	9
Q14061	1
O60814; P06899; P23527; P33778; P57053; P58876; P62807; Q16778; Q5QNW6; Q8N257; Q93079; Q99877; Q99879; Q99880	1
P07737	108
Q01658	4
Q6KC79	9
O43399	7
O94805; O96019	7
